Date	Year	Season	Site #	# Adult RAMU	# Subadults RAMU	# Metamorphs RAMU	# Adult + Subadult RAMU	# Subadult + Metamorph RAMU	# Pre-Metamorphs RAMU	# Metamorph + Pre-Metamorph RAMU	# Larvae RAMU	# RAMU egg masses	# Adult PSRE	# Subadult PSRE	# Larvae PSRE	# PSRE egg masses	Observer	air temp C	water temp C	Weather	start time	end time	total time (min)	Fish Present	Comments	
09/09/98	1998	f	6	1	3	0	4	3	0	0	15	0	0	0	0	0	NA	5.1	7.4	"Overcast, Windy"	11:54		6	No	"on and off hail today, very cold and windy"	
09/09/98	1998	f	7	0	1	0	1	1	0	0	53	0	0	0	0	0	NA	7.8	NA	"Overcast, Windy"	11:48		6	No	"on and off hail today, very cold and windy"	
09/09/98	1998	f	8	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	7.8	NA	"Overcast, Windy"	11:26		3	No	"on and off hail today, very cold and windy"	
09/09/98	1998	f	9	3	0	0	3	0	0	0	0	0	0	0	0	0	NA	7.8	NA	"Overcast, Windy"	11:30		4	No	"on and off hail today, very cold and windy"	
09/09/98	1998	f	10	0	0	0	0	0	0	0	0	0	0	0	448	0	Leah Culp	7.8	NA	"Overcast, Windy"	11:54		5	No	"448 YoY tads, not sure of species.  On and off hail today, very cold and windy"	
09/09/98	1998	f	11	0	0	0	0	0	0	0	4	0	0	0	0	0	NA	5.7	7.8	"Overcast, Windy"	11:42		3	No	"on and off hail today, very cold and windy"	
09/09/98	1998	f	30.1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	5.4	6.1	"Overcast, Windy"	12:02		3	No	"on and off hail today, very cold and windy"	
09/09/98	1998	f	30.2	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	6.1	5.8	"Overcast, Windy"	11:48		5	No	"on and off hail today, very cold and windy"	
09/09/98	1998	f	31	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	5.1	8.9	"Overcast, Windy"	14:16		7	No	"on and off hail today, very cold and windy"	
09/09/98	1998	f	32	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	5.5	8.8	"Overcast, Windy"	11:40		1	No	"on and off hail today, very cold and windy"	
09/09/98	1998	f	33	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	7.8	NA	"Overcast, Windy"	11:35		2	No	"on and off hail today, very cold and windy"	
09/15/98	1998	f	1	50	19	0	69	19	0	0	127	0	0	0	0	0	NA	15	12.7		11:33		102	Yes		
09/15/98	1998	f	2	74	23	0	97	23	0	0	1155	0	0	0	0	0	NA	12.8	14.4		10:36		46	No	"Rana tps ~1000 <25mm, and 155>25mm"	
09/15/98	1998	f	3	0	2	0	2	2	0	0	0	0	0	0	0	0	NA	14.4	17.8		15:06		7	No		
09/15/98	1998	f	4	40	21	0	61	21	0	0	99	0	0	0	0	0	NA	16.7	17.8		14:36		22	No		
09/15/98	1998	f	5	27	35	0	62	35	0	0	562	0	0	0	0	0	NA	12.8	14.4		11:37		32	No		
09/15/98	1998	f	6	14	11	0	25	11	0	0	21	0	0	0	0	0	NA	16.7	18.9		15:30		12	No		
09/15/98	1998	f	7	10	4	0	14	4	0	0	85	0	0	0	0	0	NA	13.3	11.7		11:01		10	No		
09/15/98	1998	f	8	1	0	0	1	0	0	0	0	0	0	0	0	0	NA	13.3	13		10:37		3	No		
09/15/98	1998	f	9	7	0	0	7	0	0	0	240	0	0	0	0	0	NA	13.3	11.9		10:43		6	No		
09/15/98	1998	f	10	4	0	0	4	0	0	0	0	0	0	0	426	0	Jacob Martin	14.4	15.6		11:21		7	No	426 tads poss mix of sp	
09/15/98	1998	f	11	2	0	0	2	0	0	0	35	0	0	0	0	0	NA	12.8	15.6		11:24		6	No		
09/15/98	1998	f	30.1	5	1	0	6	1	0	0	0	0	0	0	0	0	NA	11.1	10		12:05		6	No		
09/15/98	1998	f	30.2	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	11.1	10		12:16		3	No		
09/15/98	1998	f	31	4	0	0	4	0	0	0	0	0	0	0	0	0	NA	14.4	15		15:20		6	No		
09/15/98	1998	f	32	4	0	0	4	0	0	0	6	0	0	0	0	0	NA	12.8	14.4		11:13		1	No		
09/15/98	1998	f	33	10	0	0	10	0	0	0	0	0	0	0	0	0	NA	13.3	10.8		10:52		5	No		
09/22/98	1998	f	1	42	18	0	60	18	0	0	176	0	0	0	0	0	NA	13.3	NA		11:10		110	Yes		
09/22/98	1998	f	2	51	20	0	71	20	0	0	1857	0	0	0	0	0	NA	13.3	14.1		10:51		45	No	"Rana tps: 1734 YoY, and 123 >1yr old"	
09/22/98	1998	f	3	0	1	0	1	1	0	0	0	0	0	0	0	0	NA	7.9	12.7		12:07		7	No		
09/22/98	1998	f	4	28	9	0	37	9	0	0	144	0	0	0	0	0	NA	10	13.3		12:15		14	No		
09/22/98	1998	f	5	32	18	0	50	18	0	0	388	0	0	0	0	0	NA	11.1	16.2		14:59		13	No		
09/22/98	1998	f	6	7	9	0	16	9	0	0	37	0	0	0	0	0	NA	8.3	13.6		11:44		8	No		
09/22/98	1998	f	7	5	4	0	9	4	0	0	85	0	0	0	0	0	NA	8.8	10.8		11:01		10	No		
09/22/98	1998	f	8	0	1	0	1	1	0	0	0	0	0	0	0	0	NA	7.9	14.7		10:43		2	No		
09/22/98	1998	f	9	3	1	0	4	1	0	0	155	0	0	0	0	0	NA	6.6	2.9		10:46		5	No		
09/22/98	1998	f	10	2	1	0	3	1	0	0	0	0	0	0	200	0	Rick Ziegler	8.2	11.9		11:11		4	No	"thought tads were Ramu, but he's not sure during the next survey"	
09/22/98	1998	f	11	3	0	0	3	0	0	0	16	0	0	0	0	0	NA	10	16.2		11:59		4	No		
09/22/98	1998	f	30.1	6	6	0	12	6	0	0	0	0	0	0	0	0	NA	8	8.5		11:30		10	No		
09/22/98	1998	f	30.2	1	0	0	1	0	0	0	0	0	0	0	0	0	NA	8.5	8.5		11:53		5	No		
09/22/98	1998	f	31	3	0	0	3	0	0	0	0	0	0	0	0	0	NA	7.8	13		12:00		7	No		
09/22/98	1998	f	33	1	0	0	1	0	0	0	0	0	0	0	0	0	NA	7.6	8.5		10:55		5	No		
09/30/98	1998	f	1	3	2	0	5	2	0	0	13	0	0	0	0	0	NA	5.3	7.6		11:14		72	Yes		
09/30/98	1998	f	2	9	2	0	11	2	0	0	1741	0	0	0	0	0	NA	4.1	10.2		14:31		46	No		
09/30/98	1998	f	3	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	3.7	6.2		11:43		7	No		
09/30/98	1998	f	4	4	0	0	4	0	0	0	1	0	0	0	0	0	NA	2.3	6.4		11:26		11	No		
09/30/98	1998	f	5	0	2	0	2	2	0	0	95	0	0	0	0	0	NA	2	7		10:48		13	No		
09/30/98	1998	f	6	0	0	0	0	0	0	0	5	0	0	0	0	0	NA	1.7	5.5		11:14		5	No		
09/30/98	1998	f	7	0	0	0	0	0	0	0	20	0	0	0	0	0	NA	5.3	3.8		10:59		6	No		
09/30/98	1998	f	8	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	5.3	0.2		10:45		1	No		
09/30/98	1998	f	9	0	0	0	0	0	0	0	2	0	0	0	0	0	NA	5.3	3.8		10:47		3	No		
09/30/98	1998	f	10	0	0	0	0	0	0	0	0	0	0	0	35	0	Rick Ziegler	5.3	4.4		11:07		2	No	He was not sure of species. Lake completely iced over	
09/30/98	1998	f	11	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	2.4	5.5		12:12		2	No		
09/30/98	1998	f	30.1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	2.1	2.7		11:07		5	No		
09/30/98	1998	f	30.2	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	4	4.4		12:02		5	No		
09/30/98	1998	f	31	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	3.7	6		11:52		7	No		
09/30/98	1998	f	32	1	0	0	1	0	0	0	7	0	0	0	0	0	NA	2.4	5.5		12:15		2	No		
09/30/98	1998	f	33	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	5.5	2.9		10:55		2	No		
07/14/98	1998	o	1	11	1	0	12	1	0	0	0	0	0	0	0	0	NA	19.4	NA		11:00	13:00	100	Yes	lake mostly frozen to shoreline (95%)	
07/14/98	1998	o	2	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	19.4	NA		12:15		1	No	"covered in snow, no shoreline or open water"	
07/14/98	1998	o	3	1	0	0	1	0	0	0	0	0	0	0	0	0	NA	19.4	NA		11:56		19	No	"lake clear of ice in middle, but very few patches of bank clear"	
07/14/98	1998	o	4	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	19.4	NA		15:05		5	No	"pond iced and snowed over w open center approx 8x20m, no bank exposed, no amphib present"	
07/14/98	1998	o	5	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	19.4	NA		14:50		10	No	"pond iced and snowed over, w slush puddle in middle 5mx3m, no amphib"	
07/14/98	1998	o	6	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	19.4	NA		12:19		1	No	"covered in snow, no shoreline or open water"	
07/14/98	1998	o	7	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	19.4	NA		14:20		5	No	"snow covering E 1/2 of lk, snow still on edges, no amphib, water flowing betw 10 and 7"	
07/14/98	1998	o	8	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	19.4	NA		13:20		1	No	"covered in snow, no water"	
07/14/98	1998	o	9	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	19.4	NA		13:20		1	No	"covered in snow, no water"	
07/14/98	1998	o	10	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	19.4	NA		14:20		5	No	still covered in snow	
07/14/98	1998	o	11	0	0	0	0	0	0	0	0	0	0	0	0	0	Karen Pope	19.4	NA		12:16	12:17	1	No	"covered in snow, no shoreline or open water"	
07/14/98	1998	o	30.1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	19.4	NA		14:25		5	No	iced and snowed over	
07/14/98	1998	o	30.2	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	19.4	NA		14:25		5	No	iced and snowed over	
07/14/98	1998	o	31	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	19.4	NA		11:52		3	No	iced and snowed over	
07/14/98	1998	o	32	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	19.4	NA		12:17		1	No	"covered in snow, no shoreline or open water (same for lk11)"	
07/14/98	1998	o	33	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	19.4	NA		14:10		10	No	"covered in snow, but water flowing to lk 1"	
10/09/98	1998	o	1	10	3	0	13	3	0	0	14	0	0	0	0	0	NA	NA	NA		11:31		64	Yes		
10/09/98	1998	o	2	9	0	0	9	0	0	0	891	0	0	0	0	0	NA	NA	NA		11:35		22	No		
10/09/98	1998	o	3	1	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	NA		12:17		5	No		
10/09/98	1998	o	4	2	10	0	12	10	0	0	0	0	0	0	0	0	NA	NA	NA		11:59		9	No		
10/09/98	1998	o	5	39	13	0	52	13	0	0	255	0	0	0	0	0	NA	NA	NA		11:45		19	No		
10/09/98	1998	o	6	0	2	0	2	2	0	0	8	0	0	0	0	0	NA	NA	NA		11:41		6	No		
10/09/98	1998	o	7	1	1	0	2	1	0	0	17	0	0	0	0	0	NA	NA	NA		12:12		7	No		
10/09/98	1998	o	8	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA		12:28		2	No		
10/09/98	1998	o	9	0	0	0	0	0	0	0	150	0	0	0	0	0	NA	NA	NA		12:23		5	No		
10/09/98	1998	o	10	0	0	0	0	0	0	0	0	0	0	0	283	0	Leah Culp	NA	NA		12:08		3	No	Leah Culp thinks they are just Hyla tads - this seems most likely given that they only saw Hyla egg masses in Lk 10 this year	
10/09/98	1998	o	11	0	0	0	0	0	0	0	5	0	0	0	0	0	NA	NA	NA		12:26		3	No		
10/09/98	1998	o	30.1	2	0	0	2	0	0	0	0	0	0	0	0	0	NA	NA	NA		11:33		6	No		
10/09/98	1998	o	30.2	1	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	NA		11:51		4	No		
10/09/98	1998	o	31	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA		12:12		4	No		
10/09/98	1998	o	32	2	0	0	2	0	0	0	0	0	0	0	0	0	NA	NA	NA		12:31		1	No		
10/09/98	1998	o	33	3	0	0	3	0	0	0	0	0	0	0	0	0	NA	NA	NA		12:20		2	No		
10/14/98	1998	o	1	14	1	0	15	1	0	0	34	0	0	0	0	0	Leah Culp	NA	NA		11:04	12:41	23	Yes	"32 >1yr old Ramu tps, 2 YoY Ramu tp.  Greatest conc of frogs btw Grid A and D, and at T &P. Most of Lk is frogless, lake mostly clear of ice"	
10/14/98	1998	o	2	0	0	0	0	0	0	0	208	0	0	0	115	0	Rick Ziegler	NA	NA		11:00	11:17	17	No	"Rana tps: 3-2nd yr or older, 205-1st year (YoY) tps"	
10/14/98	1998	o	3	1	0	0	1	0	0	0	0	0	0	0	0	0	Leah Culp	NA	NA		12:10	12:16	6	No		
10/14/98	1998	o	4	5	10	0	15	10	0	0	1	0	0	0	0	0	Rick Ziegler	NA	NA		11:52	12:01	9	No		
10/14/98	1998	o	5	27	5	0	32	5	0	0	90	0	0	0	12	0	Rick Ziegler	NA	NA		11:25	11:34	9	No	"25-2nd yr or older tps, 65-1st yr tps"	
10/14/98	1998	o	6	0	0	0	0	0	0	0	22	0	0	0	74	0	Rick Ziegler	NA	NA		11:46	11:50	4	No	lake level is very low and parts are dry	
10/14/98	1998	o	7	0	1	0	1	1	0	0	3	0	0	0	0	0	Leah Culp	NA	NA		11:20	11:26	6	No	Lake w thin ice layer over most of it. All tps over 1 year old	
10/14/98	1998	o	8	0		0	0	0	0	0	0	0	0	0	0	0	Leah Culp	NA	NA		11:13	11:15	2	No	No amphibs seen lake is very shallow and small (5 cm). What water is here has layer of ice on top	
10/14/98	1998	o	9	0	0	0	0	0	0	0	114	0	0	0	0	0	Leah Culp	NA	NA		11:10	11:13	3	No		
10/14/98	1998	o	10	0	0	0	0	0	0	0	0	0	0	0	102	0	Leah Culp	NA	NA		11:27	11:29	2	No	At time of survey Lk iced over entirely. No Ramu.  PSRE tads seen.  Still not very developed. Lake thawing later in day but still no Ramu seen	
10/14/98	1998	o	11	0	0	0	0	0	0	0	1	0	0	0	0	0	Rick Ziegler	NA	NA		11:20	11:22	2	No	thin layer of ice over entire lake	
10/14/98	1998	o	30.1	0	1	0	1	1	0	0	0	0	0	0	0	0	Rick Ziegler	NA	NA		11:36	11:45	9	No		
10/14/98	1998	o	30.2	0	0	0	0	0	0	0	0	0	0	0	0	0	Rick Ziegler	NA	NA	"Clear, Calm"	12:18	12:22	4	No	no frogs	
10/14/98	1998	o	31	0	0	0	0	0	0	0	0	0	0	0	0	0	Rick Ziegler	NA	NA		12:04	12:09	5	No	stream is very low	
10/14/98	1998	o	32	0	0	0	0	0	0	0	0	0	0	0	0	0	Rick Ziegler	NA	NA		11:19	11:20	1	No	iced over or dry through entire stream	
10/14/98	1998	o	33	0	0	0	0	0	0	0	0	0	0	0	0	0	Leah Culp	NA	NA		11:16	11:18	2	No	no amphibs seen.  St has thin ice layer over much of it. St is down very low (about 1 ft lower than usually)	
07/01/99	1999	b	3	0	0	0	0	0	0	0	0	0	0	0	0	0	Karen Pope	NA	NA	"Clear, Occas/Light Wind"	16:45		20	Yes	"no frogs, 1 dead trout, still sunny and warm"	
07/01/99	1999	b	31	2	0	0	2	0	0	0	0	0	0	0	0	0	Karen Pope	NA	NA	"Clear, Occas/Light Wind"			10	Yes		
07/02/99	1999	b	2	65	0	0	65	0	0	0	300	17	0	0	0	0	Karen Pope	15.7	13.6	"Clear, Occas/Light Wind"	9:30	10:05	35	No	saw several hundred Ramu tads (I estimated this as about 300) in two size classes 1998 tps 31-2mm and older tps 67-77mm. Ads 52 with pits and 13 without	
07/02/99	1999	b	5	49	0	0	49	0	0	0	500	10	0	0	0	0	Karen Pope	17.2	13.6	"Clear, Occas/Light Wind"	10:35	12:00	85	No	"Ramu tads were large w/ some likely to met this yr (2 size cats 3rd yr 66-79mm some w leg buds, & 1998 tps 29-32mm), also saw numerous tiny new tads not sure of species.  For ads 36 had tags, 13 no tags, also saw 5 dead frogs - 1 with pit 023298046"	
07/02/99	1999	b	6	7	0	0	7	0	0	0	3	0	0	0	0	6	Karen Pope	NA	NA	"Clear, Occas/Light Wind"	16:00	16:30	30	No	"said several Hyla eggmasses looking ready to hatch, but 0 Ramu eggmasses"	
07/02/99	1999	b	11	7	0	0	7	0	0	0	1	0	0	0	0	0	Karen Pope	NA	NA	"Clear, Occas/Light Wind"	15:45	16:00	15	No		
07/02/99	1999	b	32	3	0	0	3	0	0	0	0	0	0	0	0	0	Karen Pope	NA	NA	"Clear, Occas/Light Wind"	15:20	15:45	25	No	all had tags	
07/03/99	1999	b	4	24	0	0	24	0	0	0	200	2	0	0	0	6	Karen Pope	12.2	16.1	"Clear, Occas/Light Wind"	10:30	11:20	50	No	"no # was given for the # of Ramu tps, but the 7 that were caught were betw 72-77mm and thought to be 3rd yrs.  Later surveys that yr gave for the # of older than 1 yr old Ramu tps 165tps, 300tps+65premets, and 135tps.  Also, just said lots of Hyla egmas"	
07/03/99	1999	b	7	6	0	0	6	0	0	0	9	4	0	0	0	6	Karen Pope	13.7	16	"Clear, Occas/Light Wind"	14:00	14:25	25	Yes	"3 trout in Lk 7, could have been more tps, they caught 9- they were 60-71mm long and listed as 2nd or 3 yr old tps. Said several Hyla eggmasses"	
07/03/99	1999	b	8	0	1	0	1	1	0	0	0	0	0	0	0	0	Karen Pope	13.4	22.9	"Clear, Occas/Light Wind"	13:30	13:37	7	No	"1 juvenile w/o tag, and no egg masses"	
07/03/99	1999	b	9	4	3	0	7	3	0	0	0	0	0	0	0	0	Karen Pope	12.6	15.1	"Clear, Occas/Light Wind"	13:37	13:45	8	No		
07/03/99	1999	b	10	3	0	0	3	0	0	0	0	0	0	0	0	0	Karen Pope	NA	NA	"Clear, Occas/Light Wind"	14:45		10	No		
07/03/99	1999	b	33	2	0	1	2	1	0	1	0	1	0	0	0	0	Karen Pope	12.6	15.1	"Clear, Occas/Light Wind"	13:45	14:00	15	No	"may have been 3 ads, but at least 2 with tags.  Not 100% sure that egma is Ramu, b/c notes don't say, but 95% sure."	
07/04/99	1999	b	1	22	0	0	22	0	0	0	0	1	0	0	0	0	Karen Pope	11.9	15.8	"Clear,Windy"	13:25		120	Yes	"not a complete survey, just ads and egg masses.  I dead frog in grid c"	
08/12/99	1999	f	1	39	6	0	45	6	0	0	90	0	0	0	20	0	NA	17.6	19.8		13:00		180	Yes		
08/12/99	1999	f	2	62	88	0	150	88	23	23	390	0	0	0	735	0	NA	19.7	20.5		13:15		30	No		
08/12/99	1999	f	3	1	0	0	1	0	0	0	0	0	0	0	90	0	NA	15.7	20.9		13:10		10	No		
08/12/99	1999	f	5	21	80	0	101	80	43	43	325	0	0	0	248	0	NA	18.1	15.1		12:40		20	No		
08/12/99	1999	f	6	7	2	0	9	2	0	0	0	0	0	0	970	0	NA	18.2	20		12:30		5	No		
08/12/99	1999	f	11	0	3	0	3	3	2	2	12	0	0	0	1	0	NA	19.7	14.5		13:05		2	No		
08/12/99	1999	f	20	100	16	0	116	16	1	1	1085	0	0	0	0	0	NA	19.6	20.3		15:40		35	No		
08/12/99	1999	f	30.1	7	4	0	11	4	0	0	0	0	0	0	0	0	NA	18.4	16.5		13:50		10	No		
08/12/99	1999	f	30.2	8	2	0	10	2	0	0	0	0	0	0	0	0	NA	20.3	17		13:00		5	No		
08/12/99	1999	f	31	2	0	0	2	0	0	0	0	0	0	0	0	0	NA	17.2	19		13:00		5	No		
08/12/99	1999	f	32	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	21.7	21.1		13:09		1	No		
08/12/99	1999	f	36	9	1	0	10	1	0	0	0	0	0	0	0	0	NA	18	15.5		15:00		35	No		
08/12/99	1999	f	41	13	1	0	14	1	0	0	0	0	0	0	120	0	NA	18.3	17.6		14:00		40	No		
08/13/99	1999	f	4	18	1	0	19	1	0	0	165	0	0	0	30	0	NA	15.2	14.1		11:05		15	No		
08/13/99	1999	f	7	16	6	0	22	6	0	0	18	0	0	0	18	0	NA	17.9	16.2		11:35		15	No		
08/13/99	1999	f	8	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	17.5	15.6		10:30		2	No		
08/13/99	1999	f	9	7	4	0	11	4	0	0	0	0	0	0	457	0	NA	16.8	21.3		10:30		15	No		
08/13/99	1999	f	10	2	0	0	2	0	0	0	0	0	0	0	70	0	NA	14.9	15.7		12:00		5	No		
08/13/99	1999	f	33	7	1	0	8	1	0	0	1	0	0	0	0	0	NA	17.8	10.7		10:45		15	No		
08/20/99	1999	f	1	44	11	13	55	24	5	18	141	0	0	0	81	0	NA	17.3	16.8		13:36		100	Yes		
08/20/99	1999	f	2	56	70	160	126	230	60	220	645	0	0	0	3760	0	NA	21.9	23.5		14:30		45	No		
08/20/99	1999	f	3	1	0	0	1	0	0	0	0	0	0	0	90	0	NA	17.9	16.4		14:45		0	No		
08/20/99	1999	f	4	25	2	0	27	2	65	65	364	0	0	0	60	0	NA	21	26		13:15		25	No		
08/20/99	1999	f	5	32	70	45	102	115	190	235	275	0	0	0	485	0	NA	NA	20.9		13:45		25	No		
08/20/99	1999	f	6	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA				0	No		
08/20/99	1999	f	7	17	2	11	19	13	5	16	60	0	0	0	30	0	Karen Pope	20.3	17.6		13:10		12	No	"Ramu tads: 33 3rd yr, 23 2nd yr and 4 (YoY) 1st yr tps, and 30 Hyla tps"	
08/20/99	1999	f	9	4	2	0	6	2	0	0	0	0	0	0	300	0	NA	17.1	26.3		13:28		6	No		
08/20/99	1999	f	10	3	0	0	3	0	0	0	0	0	0	0	40	0	NA	19.4	18.7		13:00		3	No		
08/20/99	1999	f	30	7	2	0	9	2	0	0	0	0	0	0	0	0	NA	21.5	17.2		14:15		10	No		
08/20/99	1999	f	31	6	0	0	6	0	0	0	0	0	0	0	0	0	NA	18.1	16.9		14:36		8	No		
08/20/99	1999	f	33	6	1	0	7	1	0	0	2	0	0	0	0	0	NA	16	14.7		13:22		5	No		
08/29/99	1999	f	1	29	15	0	44	15	1	1	115	0	0	0	0	0	NA	21.6	21		11:00		150	Yes		
08/29/99	1999	f	2	71	230	0	301	230	1	1	326	0	0	141	330	0	NA	16.9	16.5		11:29		32	No		
08/29/99	1999	f	3	1	0	0	1	0	0	0	0	0	0	0	65	0	NA	24.9	23		11:50		10	No		
08/29/99	1999	f	4	23	5	0	28	5	0	0	137	0	0	0	35	0	NA	20.1	17		13:02		9	No		
08/29/99	1999	f	5	33	116	0	149	116	0	0	260	0	0	0	81	0	NA	17.5	16.1		12:42		12	No		
08/29/99	1999	f	6	6	2	0	8	2	0	0	0	0	0	0	2	0	NA	16.8	20.5		12:24		4	No		
08/29/99	1999	f	7	11	14	0	25	14	1	1	54	0	0	0	6	0	NA	18.4	15.7		11:03		9	No		
08/29/99	1999	f	8	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	16	28.5		13:28		1	No		
08/29/99	1999	f	9	6	1	0	7	1	0	0	0	0	0	19	75	0	NA	16	26.5		13:31		3	No		
08/29/99	1999	f	11	1	1	0	2	1	0	0	6	0	0	0	0	0	NA	18.2	10.8		12:12		2	No		
08/29/99	1999	f	30.1	2	0	0	2	0	0	0	0	0	0	0	0	0	NA	16.8	14.1		12:17		3	No		
08/29/99	1999	f	30.2	9	16	0	25	16	0	0	0	0	0	0	0	0	NA	16.8	14.1		12:31		7	No		
08/29/99	1999	f	31	2	0	0	2	0	0	0	0	0	0	0	0	0	NA	22.2	20.1		11:45		5	No		
08/29/99	1999	f	32	1	0	0	1	0	0	0	0	0	0	0	0	0	NA	18.8	16		12:08		1	No		
08/29/99	1999	f	33	7	2	0	9	2	0	0	1	0	0	4	0	0	NA	19.4	13		11:16		4	No		
07/06/00	2000	b	1	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA				120	Yes		
07/06/00	2000	b	2	0	0	0	0	0	0	0	0	48	0	0	0	0	NA	NA	NA				60	No	This was just an egg mass survey	
07/06/00	2000	b	5	0	0	0	0	0	0	0	0	10	0	0	0	0	NA	NA	NA				20	No	This was just an egg mass survey	
07/06/00	2000	b	7	0	0	0	0	0	0	0	0	2	0	0	0	0	NA	NA	NA				20	No	This was just an egg mass survey	
07/06/00	2000	b	9	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA				5	No	This was just an egg mass survey	
07/06/00	2000	b	10	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA				5	No	This was just an egg mass survey	
07/30/00	2000	f	1	51	30	0	81	30	1	1	164	0	0	0	0	0	NA	19.5	13	"Clear, Calm"	9:38		116	Yes	This was just an egg mass survey	
07/30/00	2000	f	2	35	2	0	37	2	0	0	2750	0	0	0	2750	0	Karen Pope	19.3	14.9	"Clear, Calm"	9:38		56	No		
07/30/00	2000	f	3	0	0	0	0	0	0	0	0	0	0	0	0	0	Rebecca Doubledee	20	14	"Clear, Windy"	10:05		7	No		
07/30/00	2000	f	4	14	4	0	18	4	0	0	535	0	0	0	235	0	Karen Pope	20.2	19.1	"Part. Cloudy, Windy"	12:23		32	No	"No amphibians, fairy shrimp in small subpond"	
07/30/00	2000	f	5	1	4	3	5	7	0	3	630	0	0	0	538	0	Rebecca Doubledee	21.6	17.1	"Clear, Calm"	11:00		26	No	complete cloud cover by end of survey	
07/30/00	2000	f	6	4	0	0	4	0	0	0	0	0	0	0	421	0	Rebecca Doubledee	21.4	20.5	"Part. Cloudy, Calm"	12:03		11	No		
07/30/00	2000	f	7	2	4	0	6	4	0	0	65	0	0	0	5	0	Rebecca Doubledee	23	NA		10:10		15	No		
07/30/00	2000	f	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Kathleen Matthews	23	NA		9:50		0	No		
07/30/00	2000	f	9	2	1	0	3	1	0	0	3	0	0	0	250	0	Kathleen Matthews	22	16		9:50		10	No	pond dry	
07/30/00	2000	f	10	3	1	0	4	1	0	0	0	0	0	0	120	0	Kathleen Matthews	23	16		10:15		15	No	lots of fairy shrimp	
07/30/00	2000	f	11	0	0	0	0	0	0	0	0	0	0	0	0	0	Kathleen Matthews	21.3	NA		10:45		0	No		
07/30/00	2000	f	30	8	3	0	11	3	0	0	0	0	0	0	1	0	Rebecca Doubledee	21.2	14.7	"Part. Cloudy, Windy"	11:42		13	No	no water	
07/30/00	2000	f	31	5	0	0	5	0	0	0	0	0	0	0	0	0	Rebecca Doubledee	19.5	13	"Clear, Calm"	9:56		5	No		
07/30/00	2000	f	32	0	0	0	0	0	0	0	0	0	0	0	0	0	Karen Pope	21.3	NA		10:45		0	No		
07/30/00	2000	f	33	6	1	0	7	1	0	0	0	0	0	0	0	0	Rebecca Doubledee	20	14		10:00		10	No	no water	
09/14/00	2000	f	1	21	21	0	42	21	0	0	218	0	0	1	0	0	Kathleen Matthews	13.1	13	"Clear, Windy"	9:40		150	Yes		
09/14/00	2000	f	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Rebecca Doubledee	NA	NA				0	No	Dead RAMU. Maj  tadpoles found in sects T & O	
09/14/00	2000	f	3	0	0	0	0	0	0	0	0	0	0	0	0	0	Karen Pope	NA	NA		10:35		15	No	"no water, dry"	
09/14/00	2000	f	4	2	7	0	9	7	0	0	100	0	0	2	1	0	Rebecca Doubledee	14	11.5		10:39		14	No	fairy shrimp present in small side pool	
09/14/00	2000	f	5	2	24	0	26	24	0	0	387	0	2	0	0	0	Karen Pope	14	11.4	"Clear, Windy"	9:55		12	No		
