Date	Year	Season	Site #	# Adult RAMU	# Subadults RAMU	# Metamorphs RAMU	# Adult + Subadult RAMU	# Subadult + Metamorph RAMU	# Pre-Metamorphs RAMU	# Metamorph + Pre-Metamorph RAMU	# Larvae RAMU	# RAMU egg masses	# Adult PSRE	# Subadult PSRE	# Larvae PSRE	# PSRE egg masses	Observer	air temp C	water temp C	Weather	start time	end time	total time (min)	Fish Present	Comments	
09/14/00	2000	f	6	0	0	0	0	0	0	0	0	0	0	4	0	0	Karen Pope	16.2	12		10:25		4	No		
09/14/00	2000	f	7	8	8	0	16	8	0	0	219	0	0	0	0	0	Karen Pope	17	11.7		11:22		18	No	most of pond dried max depth~10 cm	
09/14/00	2000	f	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Karen Pope	NA	NA				0	No		
09/14/00	2000	f	9	0	0	0	0	0	0	0	6	0	0	1	0	0	Karen Pope	15.3	20.3		11:09		5	No	"no water, dry"	
09/14/00	2000	f	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Karen Pope	NA	NA				0	No	"pond drying, max depth 6 cm"	
09/14/00	2000	f	11	0	0	0	0	0	0	0	0	0	0	0	0	0	Karen Pope	NA	NA				0	No	"no water, dry"	
09/14/00	2000	f	30	4	4	0	8	4	0	0	0	0	0	0	0	0	Karen Pope	16	7.9		10:12		13	Yes	"no water, dry"	
09/14/00	2000	f	31	0	0	0	0	0	0	0	0	0	0	0	0	0	Karen Pope	NA	NA	"Clear, Windy"	10:30		5	No	trout (fingrlngs &1 adult) seen in lwr por of stm	
09/14/00	2000	f	33	6	1	0	7	1	0	0	1	0	0	0	0	0	Rebecca Doubledee	17	11.9		11:15		6	No		
10/03/00	2000	o	1	4	0	2	4	2	0	2	2	0	0	0	0	0	Karen Pope	10.2	10.4	"Clear, Windy"	9:53		100	Yes		
10/03/00	2000	o	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Karen Pope	12.5	NA		9:56		2	No	1 dead water vole. Both sub-adults were metamorphs	
10/03/00	2000	o	3	0	0	0	0	0	0	0	0	0	0	0	0	0	Rebecca Doubledee	10	8	"Clear, Windy"	10:36		9	Yes	pond dry	
10/03/00	2000	o	4	0	0	0	0	0	0	0	14	0	0	1	0	0	Rebecca Doubledee	12.2	8.4	"Clear, Windy"	10:55		6	No	only fish	
10/03/00	2000	o	5	0	5	0	5	5	0	0	93	0	0	1	0	0	Rebecca Doubledee	12.4	9.1	"Clear, Windy"	10:05		10	No		
10/03/00	2000	o	6	0	0	0	0	0	0	0	0	0	0	0	0	0	Rebecca Doubledee	15	NA		10:30		1	No		
10/03/00	2000	o	7	1	0	0	1	0	0	0	500	0	0	0	0	0	Rebecca Doubledee	10	NA	"Clear, Calm"	10:10		5	No	pond dry	
10/03/00	2000	o	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Kathleen Matthews	10	NA		10:00		3	No	"1st survey at 10:15 said frosty along edges and no tps or amphibs, surveyed again at 14:30-said 1ad Ramu, and 1000 tadpoles mostly 1st year- this tp # is seems too high - it's was probably more like 300-500 tp. (saw 300 dead tps the begin of next season"	
10/03/00	2000	o	9	0	0	0	0	0	0	0	0	0	0	0	0	0	Kathleen Matthews	10	NA		10:03		3	No	pond is almost dry + frosted over at 1000	
10/03/00	2000	o	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Kathleen Matthews	NA	NA		10:15		5	No	pond almost dry + frosted over at 1000	
10/03/00	2000	o	30	0	0	0	0	0	0	0	0	0	0	0	0	0	Kathleen Matthews	15	3.6	"Clear, Windy"	10:20		9	No	totally dried up	
10/03/00	2000	o	31	0	0	0	0	0	0	0	0	0	0	0	0	0	Rebecca Doubledee	NA	NA	"Clear, Windy"	10:33		2	No		
10/03/00	2000	o	32	0	0	0	0	0	0	0	0	0	0	0	0	0	Rebecca Doubledee	12.5	NA		9:56		2	No	stream dry	
10/03/00	2000	o	33	0	0	0	0	0	0	0	0	0	0	0	0	0	Rebecca Doubledee	NA	NA		10:05		5	No	stream dry	
06/19/01	2001	b	1	24	13	10	37	23	0	10	38	2	0	0	0	29	Kathleen Matthews	18	14.5	"Clear, Windy"	11:11		201	Yes	"creek frosted over, low water, ice on surface"	
06/19/01	2001	b	2	23	18	13	41	31	0	13	22	39	0	0	0	12	Steve Hasslinger	17	16	"Clear, Windy"	11:17		58	No		
06/19/01	2001	b	3	0	0	0	0	0	0	0	0	0	0	0	0	0	Ed Stauber	19	19	"Clear, Windy"	12:29		18	No		
06/19/01	2001	b	4	4	0	0	4	0	0	0	224	0	0	0	0	8	Ambrose Tuscano	18	19	"Clear, Windy"	12:00		18	No	may have heard Hyla call from western shore	
06/19/01	2001	b	5	4	3	6	7	9	0	6	460	0	0	0	0	0	Ambrose Tuscano	18	19	"Clear, Windy"	13:05		35	No		
06/19/01	2001	b	6	6	0	0	6	0	0	0	0	0	0	0	0	0	Ed Stauber	19	18	"Clear, Windy"	11:40		12	No		
06/19/01	2001	b	7	1	0	0	1	0	0	0	0	15	0	0	0	3	Ambrose Tuscano	18	12	"Clear, Windy"	11:12		13	No		
06/19/01	2001	b	8	1	1	0	2	1	0	0	0	0	0	0	0	0	Karen Pope	18	18	"Clear, Windy"	11:28		3	No	1 dead sub-ad & ~300 dead 2nd&3rd yr Ramu larvae	
06/19/01	2001	b	9	2	0	0	2	0	0	0	0	0	0	0	0	0	Robert Grasso	18	16	"Clear, Windy"	11:24		3	No		
06/19/01	2001	b	10	2	0	0	2	0	0	0	0	0	0	0	0	0	Robert Grasso	18	18	"Clear, Windy"	10:59		8	No		
06/19/01	2001	b	11	1	0	0	1	0	0	0	0	0	1	0	0	0	Robert Grasso	18	19	"Clear, Windy"	11:30		5	No		
06/19/01	2001	b	20	0	0	0	0	0	0	0	0	23	0	0	0	0	Ambrose Tuscano	NA	NA				60	No		
06/19/01	2001	b	30	3	1	1	4	2	0	1	0	0	0	1	0	0	NA	17	13	"Clear, Windy"	12:40		19	Yes	"This was just an egg mass survey, there is no count data on Adults or Tadpoles"	
06/19/01	2001	b	31	1	0	0	1	0	0	0	0	0	0	0	0	0	Ed Stauber	19	18	"Clear, Windy"	12:52		11	No	"fish present below pond 6, single frog hiding in willow along shore"	
06/19/01	2001	b	32	1	3	0	4	3	0	0	50	0	0	0	0	0	Ambrose Tuscano	17	18	"Clear, Windy"	12:22		13	No		
06/19/01	2001	b	33	0	1	0	1	1	0	0	0	0	0	0	0	0	Ed Stauber	18	12	"Clear, Windy"	11:13		10	Yes	larvae at mouth of stream	
06/19/01	2001	b	40	0	0	0	0	0	0	0	0	1	0	0	0	0	Robert Grasso	NA	NA				30	No	1 trout seen	
06/30/01	2001	b	1	36	15	8	51	23	0	8	161	0	0	0	0	0	NA	22	17	"Clear, Windy"	11:30		150	Yes	"This was just an egg mass survey, there is no data on Adults or tadpoles"	
06/30/01	2001	b	2	46	13	3	59	16	0	3	690	0	0	0	0	0	Steve Hasslinger	18	16	"Clear, Windy"	11:40		40	No	egg mass observed on south shore attached to granite	
06/30/01	2001	b	3	0	0	0	0	0	0	0	0	0	0	0	0	0	Ambrose Tuscano	19	19	"Clear, Windy"	11:15		37	No	690 1st year larvae (not included above) not differentiated between Hyla and Rana	
06/30/01	2001	b	4	8	0	0	8	0	0	0	112	0	0	0	0	0	Ed Stauber	18	18	"Clear, Windy"	12:18		38	No		
06/30/01	2001	b	5	1	0	5	1	5	0	5	687	0	0	0	0	0	Ed Stauber	17	21	"Clear, Windy"	13:07		53	No		
06/30/01	2001	b	6	4	1	1	5	2	0	1	180	0	0	0	0	0	Ed Stauber	15	22	"Clear, Windy"	13:03		17	No		
06/30/01	2001	b	7	3	2	1	5	3	0	1	2	0	0	0	0	0	Ambrose Tuscano	23	16	"Clear, Windy"	12:07		34	No	180 larvae (not included above) not differentiated between Hyla and Rana	
06/30/01	2001	b	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Robert Grasso	18	20	"Clear, Windy"	13:06		4	No	2 - 3rd yr Ramu	
06/30/01	2001	b	9	6	5	0	11	5	0	0	0	0	0	0	105	0	Alex Figueroa	19	24	"Clear, Windy"	13:12		11	No	drying up	
06/30/01	2001	b	10	4	0	0	4	0	0	0	0	0	0	0	115	0	Alex Figueroa	19	19	"Clear, Windy"	11:37		25	No		
06/30/01	2001	b	11	0	0	0	0	0	0	0	0	0	0	0	0	0	Robert Grasso	16	12	"Clear, Windy"	12:39		3	No	training A Figueroa	
06/30/01	2001	b	30	3	0	0	3	0	0	0	0	0	0	0	0	0	Ambrose Tuscano	18	14	"Clear, Windy"	12:51		11	No	99% of pond surface area dried up	
06/30/01	2001	b	31	2	2	0	4	2	0	0	0	0	0	0	0	0	Ambrose Tuscano	18	12	"Clear, Windy"	11:52		23	No		
06/30/01	2001	b	32	1	0	0	1	0	0	0	0	0	0	0	0	0	Ed Stauber	16	16	"Clear, Windy"	12:33		2	No		
06/30/01	2001	b	33	7	4	0	11	4	0	0	0	0	0	0	0	0	Ambrose Tuscano	18	17	"Clear, Windy"	12:43		29	No	95% dry	
07/01/01	2001	b	20	14	6	6	20	12	0	6	371	0	0	0	0	0	Alex Figueroa	18	17	"Clear, Calm"	13:00		32	No	"1 Ramu ad near confluence w Lk1 preying on ants, flies and other"	
07/07/01	2001	f	4	5	0	0	5	0	0	0	548	0	0	0	0	0	Ambrose Tuscano	12	13	"Overcast, Calm"	13:22		34	No		
07/07/01	2001	f	5	0	0	1	0	1	0	1	453	0	0	0	0	0	Ed Stauber	9	12	"Overcast, Calm"	11:52		36	No		
07/07/01	2001	f	30	1	0	1	1	1	0	1	0	0	0	0	0	0	Ed Stauber	10	9	"Overcast, Calm"	12:30		24	No		
07/07/01	2001	f	31	1	0	1	1	1	0	1	0	0	0	0	0	0	Ed Stauber	7	11	"Overcast, Calm"	12:20		5	No		
07/07/01	2001	f	32	2	0	1	2	1	0	1	0	0	0	0	0	0	Steve Hasslinger	7	11	"Overcast, Calm"	12:25		3	No		
07/08/01	2001	f	1	21	9	2	30	11	0	2	56	0	0	0	0	0	Steve Hasslinger	9	12	"Part. Cloudy, Windy"	9:50		80	Yes		
07/08/01	2001	f	2	8	0	0	8	0	0	0	1005	0	0	0	0	0	Steve Hasslinger	7	11	"Overcast, Windy"	12:00		25	No		
07/08/01	2001	f	3	0	0	0	0	0	0	0	0	0	0	0	0	0	Steve Hasslinger	10	11	"Overcast, Windy"	13:00		13	No		
07/08/01	2001	f	6	4	1	1	5	2	0	1	125	0	0	0	600	0	Steve Hasslinger	10	12	"Overcast, Calm"	12:56		24	No		
07/08/01	2001	f	7	4	3	2	7	5	0	2	5	0	0	0	0	0	Ed Stauber	10	9	"Overcast, Windy"	11:40		15	No	"Ed listed 725 tads, but it is very likely that most of those were Hyla - see next survey"	
07/08/01	2001	f	8	0	1	0	1	1	0	0	0	0	0	0	0	0	Steve Hasslinger	11	16	"Overcast, Windy"	12:10		5	No	5 tads just emerging	
07/08/01	2001	f	9	3	1	1	4	2	0	1	150	0	0	0	150	0	Steve Hasslinger	11	13	"Overcast, Calm"	12:00		8	No	39 tads just emerging-not sure of species	
07/08/01	2001	f	10	0	0	0	0	0	0	0	0	0	0	0	275	0	Steve Hasslinger	10	12	"Overcast, Windy"	11:25		5	No	"said 310 - 1st yr tads (he didn't actually write down the species, but it's implied Ramu (same row as ads and SA), however some are probably Hyla, so we guesstimated 150 Ramu and 150 Hyla tads"	
07/08/01	2001	f	33	5	0	0	5	0	0	0	0	0	0	0	0	0	Steve Hasslinger	10	9	"Overcast, Windy"	11:55		5	No	"said 275 Ramu tads, but Rob said they were Hyla earlier.  I don't trust Ed or Steve's ability to distinguish Rana from Hyla tads"	
07/09/01	2001	f	11	1	0	0	1	0	0	0	0	0	0	0	0	0	Steve Hasslinger	13	13	"Clear, Calm"	10:36		5	No		
07/14/01	2001	f	1	36	12	7	48	19	0	7	96	0	0	0	0	0	Ambrose Tuscano	17	17	"Clear, Calm"	14:19		168	Yes		
07/14/01	2001	f	2	28	3	2	31	5	0	2	265	0	0	0	1270	0	Ed Stauber	17	20	"Clear, Calm"	12:20		34	No		
07/14/01	2001	f	3	0	0	0	0	0	0	0	0	0	0	0	0	0	Ed Stauber	15	17	"Clear, Calm"	9:40		18	No		
07/14/01	2001	f	4	12	1	0	13	1	0	0	435	0	0	0	100	0	Ed Stauber	14	18	"Clear, Calm"	10:15		24	No		
07/14/01	2001	f	5	1	0	1	1	1	0	1	710	0	0	0	0	0	Ed Stauber	15	19	"Clear, Calm"	10:47		30	No		
07/14/01	2001	f	6	0	0	0	0	0	0	0	45	0	0	0	430	0	Ed Stauber	16	20	"Clear, Calm"	11:50		22	No	"Kathleen visited on 9/30/01 and said lake was very low, lower than in 2000 and estimated about 200 Rana tads in 2 age classes"	
07/14/01	2001	f	30	6	0	2	6	2	0	2	2	0	0	0	0	0	Ed Stauber	16	16	"Clear, Calm"	11:23		18	No	"Ed initially listed 445 1st yr Rana and 30 2nd yr Rana, then someone came along and changed that to 45 1st yr Rana and 430 Hyla tads"	
07/14/01	2001	f	31	3	1	0	4	1	0	0	0	0	0	0	0	0	Ed Stauber	16	17	"Clear, Calm"	10:01		8	No		
07/14/01	2001	f	32	2	0	0	2	0	0	0	35	0	0	0	0	0	Ed Stauber	17	20	"Clear, Calm"	12:57		4	No		
07/15/01	2001	f	7	3	2	2	5	4	0	2	86	0	0	0	0	0	Ed Stauber	14	23	"Clear, Calm"	14:57		21	No		
07/15/01	2001	f	8	0	1	0	1	1	0	0	0	0	0	0	0	0	Ed Stauber	14	29	"Clear, Calm"	14:18		8	No	"KM surveyed the lake on 9/30/01 and said water was almost gone, and that there were ~100 Ramu tads"	
07/15/01	2001	f	9	2	0	2	2	2	0	2	150	0	0	0	150	0	Ed Stauber	13	28	"Clear, Calm"	14:29		15	No	"90 tads - he said were Ramu, but he never recorded seeing Hyla (Hyla noted on his surveys that someone else corrected (7/14 survey at lk 4,6,21,and23?(poss 22))"	
07/15/01	2001	f	10	0	0	0	0	0	0	0	0	0	0	0	175	0	Ed Stauber	14	25	"Clear, Calm"	15:24		1	No	Didn't mention any Hyla tads (but he never did) - so we split the 312 tads to 150 Ramu and 150 Hyla- these are just guesstimates	
07/15/01	2001	f	11	0	0	0	0	0	0	0	0	0	0	0	0	0	Ed Stauber	14	24	"Clear, Calm"	14:20		1	No	"said 175 1st yr Rana, but Rob said they were Hyla earlier.  I don't trust Ed or Steve's ability to distinguish Rana from Hyla tads"	
07/15/01	2001	f	33	4	0	0	4	0	0	0	0	0	0	0	0	0	Ed Stauber	14	18	"Clear, Calm"	15:41		11	No		
07/16/01	2001	f	20	11	6	7	17	13	0	7	1020	0	0	0	0	0	Ed Stauber	13	18	"Clear, Calm"	12:05		38	No		
07/16/01	2001	f	21	0	0	0	0	0	0	0	0	0	0	0	87	0	Ed Stauber	16	20	"Clear, Calm"	11:31		16	No		
07/16/01	2001	f	22	3	1	0	4	1	0	0	50	0	0	0	930	0	Ed Stauber	17	20	"Clear, Calm"	13:38		21	No		
07/16/01	2001	f	36	1	0	0	1	0	0	0	0	0	0	0	0	0	Ed Stauber	16	15	"Clear, Calm"	10:58		25	No	"The data initially said 980 Ramu tads, then was switched to all Hyla tads.  It's very likely that some of the tads were also Ramu as there were 50 2nd year in 2002 and then 64 mets in 2002"	
07/16/01	2001	f	41	3	0	0	3	0	0	0	0	0	0	0	0	0	Ed Stauber	16	13	"Clear, Calm"	10:23		22	No		
09/29/01	2001	o	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Ed Stauber	14	14				2	No		
09/29/01	2001	o	9	0	0	0	0	0	0	0	0	0	0	0	0	0	Kathleen Matthews	NA	NA				1	No	lake totally dry - no frogs	
09/29/01	2001	o	10	0	0	0	0	0	0	0	0	0	0	0	0	0	Kathleen Matthews	NA	NA				1	No	dry	
09/29/01	2001	o	11	0	0	0	0	0	0	0	0	0	0	0	0	0	Kathleen Matthews	NA	NA				1	No	lake is dry	
09/29/01	2001	o	33	1	0	0	1	0	0	0	0	0	0	0	0	0	Kathleen Matthews	14	14				5	No	lake is dry	
09/30/01	2001	o	4	0	0	0	0	0	0	0	60	0	0	0	0	0	Kathleen Matthews	NA	NA				10	No		
09/30/01	2001	o	5	0	0	0	0	0	0	0	200	0	0	0	0	0	Kathleen Matthews	NA	NA				15	No	about 50-60 tads Ages 1-2. Lakes 4 and 5 have no connection w ledges where overwint may occur	
09/30/01	2001	o	7	0	0	0	0	0	0	0	100	0	0	0	0	0	Kathleen Matthews	NA	NA				10	No	"Lake very low (shallower than in 2000), <1m deep, 2 year clusters of tadpoles - several hundred ~200. Lakes 4 and 5 have no connection w ledges where overwint may occur"	
09/30/01	2001	o	20	8	5	6	13	11	0	6	1000	0	0	0	0	0	Kathleen Matthews	23	13		11:30		120	No	"Water almost gone, ~ 100 doomed tadpoles in a few small pools"	
06/26/02	2002	b	7	3	0	0	3	0	0	0	1	3	1	0	0	0	Kathleen Matthews	19	16	"Part. Cloudy, Calm"	17:26	17:36	10	No	"Survey not complete, also saw tps, but don't know how many. Given the surveys before and following year there were probably betw 500-1000 tps. Tetracyclined adults (>50 mm).  Here Subads are 40-9mm, and mets are 29-32mm"	
06/26/02	2002	b	8	3	2	1	5	3	0	1	0	0	0	0	0	0	Jill Andersen	13	21	"Part. Cloudy, Calm"	17:26	17:31	5	No		
06/26/02	2002	b	9	3	0	0	3	0	0	0	0	2	0	0	0	0	Blake Meneken	13	20	"Part. Cloudy, Calm"	17:34	17:41	7	No		
06/26/02	2002	b	10	1	0	0	1	0	0	0	0	0	0	0	0	0	Blake Meneken	15	21	"Part. Cloudy, Calm"	17:20	17:25	5	No		
06/26/02	2002	b	33	0	1	0	1	1	0	0	0	0	0	0	0	0	Jill Andersen	13	13	"Part. Cloudy, Calm"	17:42	17:52	10	No		
06/27/02	2002	b	1	56	17	8	73	25	0	8	330	3	2	0	4	2	Blake Meneken	17	15	"Clear, Calm"	9:16	11:30	135	Yes		
06/27/02	2002	b	2	46	2	0	48	2	0	0	1080	11	6	0	880	2	Jill Andersen	14	15	"Clear, Calm"	9:45	11:40	115	No	"thought I heard rattlesnake on the rocks, lots of pollen on the rocks"	
06/27/02	2002	b	3	1	0	0	1	0	0	0	0	0	0	0	0	0	Igor Lacan	17	16	"Clear, Calm"	12:50	13:20	30	No		
06/27/02	2002	b	4	4	2	7	6	9	0	7	222	0	1	0	0	0	Igor Lacan	22	18	"Clear, Calm"	13:00	13:45	45	No		
06/27/02	2002	b	5	27	11	12	38	23	0	12	700	9	0	0	0	0	Blake Meneken	18	17	"Clear, Calm"	11:04	12:07	63	No		
06/27/02	2002	b	6	5	0	2	5	2	0	2	0	0	0	0	0	0	Blake Meneken	22	21	"Clear, Calm"	12:30	12:50	20	No	"The # of tps was 2170, but this number far exceeds anything ever recorded there, and far exceeds the # seen before and after this survey"	
06/27/02	2002	b	11	0	1	0	1	1	0	0	0	0	0	0	0	0	Blake Meneken	15	17	"Clear, Calm"	11:45	12:00	15	No	all frogs at north east side of lake	
06/27/02	2002	b	20	26	26	15	52	41	0	15	950	33	0	1	0	0	Igor Lacan	12	15	"Clear, Breeze"	12:05	13:15	70	No	"low water level, very few organisms present in the lake"	
06/27/02	2002	b	30.1	2	1	0	3	1	0	0	0	0	1	0	0	0	Robert Grasso	19	9	"Clear, Calm"	10:17	10:58	41	No		
06/27/02	2002	b	30.2	0	0	0	0	0	0	0	0	0	0	0	0	0	Blake Meneken	19	9	"Clear, Windy"	9:56	10:16	20	Yes	2 frogs basking one in shallow pool	
06/27/02	2002	b	31	3	0	0	3	0	0	0	0	0	0	0	0	0	Blake Meneken	17	15	"Clear, Calm"	12:30	12:50	20	No	saw evidence of spawning at lower end of stream	
06/27/02	2002	b	32	0	0	0	0	0	0	0	0	0	0	0	0	0	Igor Lacan	15	17	"Clear, Calm"	12:05	12:15	10	No		
06/27/02	2002	b	36	2	0	2	2	2	0	2	0	0	0	2	0	0	Igor Lacan	12	12	"Clear, Breeze"	10:51	11:40	49	Yes	"this stream is almost dry, only 2 shallow pools remain, no amphibians are present"	
06/27/02	2002	b	40	0	0	0	0	0	0	0	0	0	0	0	0	0	Robert Grasso	13.5	11.5	"Clear, Calm"	10:32	10:50	18	Yes		
06/27/02	2002	b	41	2	0	0	2	0	0	0	0	0	1	0	0	0	Robert Grasso	12.5	8.5	"Clear, Calm"	10:00	10:25	25	No		
06/30/02	2002	b	36	6	0	0	6	0	0	0	0	0	0	0	0	0	Robert Grasso	19	16	"Clear, Calm"	14:49	15:30	41	No		
07/11/02	2002	f	7	5	2	1	7	3	0	1	0	0	1	0	52	0	Eva Patton	21	21	"Overcast, Windy"	14:53	15:14	21	No	"One adult RAMU found in stream channel itself, other 5 found in adjacent puddles."	
07/11/02	2002	f	8	0	0	0	0	0	0	0	0	0	0	0	450	0	Blake Meneken	18	23	"Overcast, Windy"	15:15	15:21	6	No	saw a clump of first-year Ramu tads during PIT survey 7/10/02	
07/11/02	2002	f	9	4	0	0	4	0	0	0	190	0	0	0	210	0	Robert Grasso	20	23	"Overcast, Calm"	15:17	15:26	9	No	"tads large, but no legs present"	
07/11/02	2002	f	10	3	0	0	3	0	0	0	0	0	0	0	300	0	Blake Meneken	20	24	"Overcast, Windy"	14:50	14:58	8	No		
07/11/02	2002	f	33	4	1	0	5	1	0	0	2	0	0	0	0	0	Robert Grasso	17	20	"Overcast, Windy"	15:00	15:13	13	No	"HYRE tads large, no rear legs present"	
07/12/02	2002	f	2	27	2	0	29	2	0	0	909	0	1	0	226	0	Robert Grasso	16	20	"Overcast, Windy"	14:00	15:00	60	No		
07/12/02	2002	f	3	0	0	0	0	0	0	0	0	0	0	0	0	0	Jill Andersen	16	19	"Overcast, Windy"			35	Yes	see original datasheet for all comments	
07/12/02	2002	f	4	3	0	13	3	13	0	13	175	0	0	0	0	0	Jill Andersen	18	20	"Overcast, Windy"	13:55	14:55	60	No	see orig datasheet	
07/12/02	2002	f	5	1	0	230	1	230	0	230	440	0	0	0	0	0	Jill Andersen	20	22	"Overcast, Windy"	14:21	15:12	57	No	fairy shrimp present	
07/12/02	2002	f	6	2	0	0	2	0	0	0	332	0	1	0	16	0	Ed Stauber	16	22	"Overcast, Windy"	15:05	15:50	45	No	dytissids found feeding on fairy shrimp	
07/12/02	2002	f	11	0	0	0	0	0	0	0	0	0	0	0	0	0	Jill Andersen	16	16				5	No	"tads congregated in deeper area of lake, lake drying up, fairy shrimp"	
07/12/02	2002	f	12	6	0	0	6	0	0	0	0	0	0	0	0	0	Jill Andersen	NA	NA	"Part. Cloudy, Windy"	10:36	11:00	24	No	fairy shrimp present	
07/12/02	2002	f	30.1	1	2	29	3	31	0	29	0	0	0	0	0	0	Jill Andersen	16	17	"Overcast, Windy"	15:21	15:40	19	No		
07/12/02	2002	f	30.2	1	1	3	2	4	0	3	1	0	1	0	0	0	Ed Stauber	17	17	"Overcast, Windy"	15:42	15:55	13	No		
07/12/02	2002	f	31	0	0	0	0	0	0	0	0	0	0	0	0	0	Ed Stauber	NA	NA	"Part. Cloudy, Windy"			20	No	watched 1st year Ramu tad be washed downstream into lake 1 unable to swim upstream against current	
07/12/02	2002	f	40	0	0	0	0	0	0	0	0	0	1	0	0	0	Jill Andersen	14	14	"Overcast, Windy"	16:32	16:43	9	No	no life	
07/12/02	2002	f	41	2	0	2	2	2	0	2	10	0	0	0	0	0	Ed Stauber	17	16		16:30		21	No		
07/13/02	2002	f	1	43	6	16	49	22	0	16	360	0	0	0	0	0	Jill Andersen	15	15	"Part. Cloudy, Calm"	9:36	14:45	285	Yes		
07/13/02	2002	f	20	29	16	73	45	89	0	73	2150	0	0	0	150	0	Jill Andersen	18	18	"Clear, Windy"	11:50	13:10	80	No	break taken between 1036-1100	
07/13/02	2002	f	21	7	3	0	10	3	0	0	50	0	0	0	1290	0	Ed Stauber	20	24	"Part. Cloudy, Windy"	15:10	15:38	28	No	includes lake next to 20 and below before muddy lake	
07/13/02	2002	f	22	7	3	28	10	31	0	28	50	0	0	0	610	0	Ed Stauber	19	22	"Clear, Windy"	13:52	14:44	52	No	"adults were large, dytissids present"	
07/13/02	2002	f	36	7	2	0	9	2	0	0	40	0	0	0	0	0	Ed Stauber	17	13	"Clear, Windy"	10:35	11:42	67	Yes		
07/26/02	2002	f	2	29	3	3	32	6	0	3	410	0	0	0	1870	0	Ed Stauber	18	16	"Clear, Windy"	10:35	11:55	80	No		
07/26/02	2002	f	4	6	3	236	9	239	0	236	116	0	0	0	5	0	Jill Andersen	22	19	"Clear, Windy"	15:20	15:55	35	No		
07/26/02	2002	f	5	1	4	205	5	209	0	205	657	0	0	0	10	0	Jill Andersen	24	20	"Clear, Windy"	13:45	14:30	45	No	adult Ramu in this lake are huge	
07/26/02	2002	f	6	3	1	1	4	2	0	1	43	0	0	0	775	0	Jill Andersen	22	24	"Clear, Calm"	14:35	15:15	40	No		
07/26/02	2002	f	7	6	3	3	9	6	0	3	250	0	0	0	115	0	Jill Andersen	20	11	"Clear, Calm"	9:34	10:00	26	No	Ramu tads hard to identify	
07/26/02	2002	f	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Jill Andersen	NA	NA				0	No	most HYRE have back legs	
07/26/02	2002	f	9	4	0	0	4	0	0	0	91	0	0	0	222	0	Jill Andersen	20	16	"Clear, Calm"	10:11	10:30	19	No	lake dry	
07/26/02	2002	f	10	0	2	0	2	2	0	0	0	0	0	0	50	0	Jill Andersen	25	10	"Clear, Calm"	9:15	9:32	17	No	fairy shrimp	
07/26/02	2002	f	11	0	0	0	0	0	0	0	0	0	0	0	0	0	Jill Andersen	20	11	"Clear, Windy"	12:17	12:30	13	No	"lake almost dry, bird and animal prints in mud"	
07/26/02	2002	f	30.1	8	8	38	16	46	0	38	0	0	0	0	0	0	Jill Andersen	18	16	"Clear, Windy"	13:00	13:30	30	No	lake is a mere puddle by the large central boulder. Lots of mammals and birds cruising around	
07/26/02	2002	f	30.2	0	0	1	0	1	0	1	3	0	0	0	0	0	Jill Andersen	18	16	"Clear, Windy"	13:30	13:45	15	No		
07/26/02	2002	f	31	4	0	0	4	0	0	0	0	0	0	0	0	0	Jill Andersen	20	19	"Clear, Calm"	16:00	16:30	30	No	saw sparrow eating a tad	
07/26/02	2002	f	32	1	1	0	2	1	0	0	0	0	0	0	0	0	Jill Andersen	18	16	"Clear, Windy"	12:00	12:15	15	No	Ramu mostly out on rocks in sun	
07/26/02	2002	f	33	3	2	1	5	3	0	1	9	0	1	0	2	0	Jill Andersen	20	10	"Clear, Calm"	10:00	10:10	10	No	stream isn't flowing	
07/27/02	2002	f	3	1	0	0	1	0	0	0	2	0	0	0	0	0	Jill Andersen	21	17		12:00	12:20	20	No	stream dry until last 3 meters west of lake 7 near lake 1	
07/27/02	2002	f	20	68	59	220	127	279	0	220	194	0	0	0	0	0	Jill Andersen	26	16	"Clear, Windy"	9:20	10:40	80	No	fish parts present in lake as well as aroma	
07/27/02	2002	f	21	6	3	1	9	4	0	1	45	0	0	0	175	0	Jill Andersen	21	13	"Clear, Windy"	10:50	11:10	20	No	lake west of 20 dry	
07/27/02	2002	f	36	5	1	0	6	1	0	0	0	0	0	0	0	0	Jill Andersen	23	10		11:15	11:45	30	No	fairy shrimp	
07/27/02	2002	f	40	0	2	0	2	2	0	0	0	0	0	0	0	0	Jill Andersen	21	19	"Clear, Calm"	13:15	13:50	35	No	flow is very weak	
07/27/02	2002	f	41	6	2	0	8	2	0	0	0	0	0	0	80	0	Jill Andersen	21	11	"Clear, Windy"	12:30	13:00	30	No	reduced to a series of shallow pools	
07/28/02	2002	f	1	53	24	61	77	85	0	61	380	0	0	0	4	0	Jill Andersen	21	15	"Clear, Windy"	9:00	12:00	155	Yes	"very low flow, HYRE in tads with reae legs in near-dry puddles"	
